"","statn","path_id","cnt","lat","long"
"121",10,"10_117",1,-71.105884,42.350075
"122",117,"10_117",1,-71.052984,42.358508
"123",10,"10_132",1,-71.105884,42.350075
"124",132,"10_132",1,-71.116865,42.377945
"125",10,"10_134",1,-71.105884,42.350075
"126",134,"10_134",1,-71.130516,42.397828
"127",10,"10_142",1,-71.105884,42.350075
"128",142,"10_142",1,-71.123413,42.40449
"129",10,"10_144",1,-71.105884,42.350075
"130",144,"10_144",1,-71.126908,42.402763
"131",10,"10_145",1,-71.105884,42.350075
"132",145,"10_145",1,-71.120406,42.394002
"133",11,"11_65",1,-71.1065,42.338629
"134",65,"11_65",1,-71.0441,42.3475
"135",11,"11_97",1,-71.1065,42.338629
"136",97,"11_97",1,-71.117152,42.369182
"137",11,"11_109",1,-71.1065,42.338629
"138",109,"11_109",1,-71.065421,42.317225
"139",11,"11_116",1,-71.1065,42.338629
"140",116,"11_116",1,-71.069849,42.356052
"141",11,"11_117",1,-71.1065,42.338629
"142",117,"11_117",1,-71.052984,42.358508
"143",11,"11_118",1,-71.1065,42.338629
"144",118,"11_118",1,-71.056605,42.377022
"145",11,"11_123",1,-71.1065,42.338629
"146",123,"11_123",1,-71.098634,42.315692
"147",11,"11_124",1,-71.1065,42.338629
"148",124,"11_124",1,-71.107341,42.310579
"149",12,"12_71",1,-71.088496,42.335911
"150",71,"12_71",1,-71.107593,42.383405
"151",12,"12_79",1,-71.088496,42.335911
"152",79,"12_79",1,-71.106541,42.378551
"153",12,"12_82",1,-71.088496,42.335911
"154",82,"12_82",1,-71.120526,42.333689
"155",12,"12_98",1,-71.088496,42.335911
"156",98,"12_98",1,-71.060292,42.371848
"157",12,"12_135",1,-71.088496,42.335911
"158",135,"12_135",1,-71.104412,42.370803
"159",12,"12_137",1,-71.088496,42.335911
"160",137,"12_137",1,-71.119084,42.387995
"161",12,"12_138",1,-71.088496,42.335911
"162",138,"12_138",1,-71.113341,42.385582
"163",13,"13_66",1,-71.07403,42.334057
"164",66,"13_66",1,-71.13401,42.348607
"165",13,"13_82",1,-71.07403,42.334057
"166",82,"13_82",1,-71.120526,42.333689
"167",13,"13_84",1,-71.07403,42.334057
"168",84,"13_84",1,-71.076472,42.366981
"169",13,"13_91",1,-71.07403,42.334057
"170",91,"13_91",1,-71.09169,42.366277
"171",13,"13_96",1,-71.07403,42.334057
"172",96,"13_96",1,-71.111075,42.373379
"173",13,"13_98",1,-71.07403,42.334057
"174",98,"13_98",1,-71.060292,42.371848
"175",14,"14_85",1,-71.102797,42.337171
"176",85,"14_85",1,-71.057007,42.330825
"177",14,"14_90",1,-71.102797,42.337171
"178",90,"14_90",1,-71.07711,42.3707
"179",14,"14_92",1,-71.102797,42.337171
"180",92,"14_92",1,-71.035705,42.311819
"181",14,"14_117",1,-71.102797,42.337171
"182",117,"14_117",1,-71.052984,42.358508
"183",14,"14_120",1,-71.102797,42.337171
"184",120,"14_120",1,-71.115645,42.309467
"185",14,"14_121",1,-71.102797,42.337171
"186",121,"14_121",1,-71.114175,42.31309
"187",14,"14_138",1,-71.102797,42.337171
"188",138,"14_138",1,-71.113341,42.385582
"189",14,"14_141",1,-71.102797,42.337171
"190",141,"14_141",1,-71.116772,42.400877
"191",15,"15_51",1,-71.13802,42.361667
"192",51,"15_51",1,-71.0790969,42.3348756
"193",15,"15_84",1,-71.13802,42.361667
"194",84,"15_84",1,-71.076472,42.366981
"195",15,"15_94",1,-71.13802,42.361667
"196",94,"15_94",1,-71.064608,42.375603
"197",15,"15_98",1,-71.13802,42.361667
"198",98,"15_98",1,-71.060292,42.371848
"199",15,"15_112",1,-71.13802,42.361667
"200",112,"15_112",1,-71.058087,42.355402
"201",15,"15_122",1,-71.13802,42.361667
"202",122,"15_122",1,-71.110833,42.320998
"203",15,"15_124",1,-71.13802,42.361667
"204",124,"15_124",1,-71.107341,42.310579
"205",15,"15_132",1,-71.13802,42.361667
"206",132,"15_132",1,-71.116865,42.377945
"207",15,"15_136",1,-71.13802,42.361667
"208",136,"15_136",1,-71.086388,42.366095
"209",15,"15_141",1,-71.13802,42.361667
"210",141,"15_141",1,-71.116772,42.400877
"211",16,"16_142",1,-71.076163,42.347433
"212",142,"16_142",1,-71.123413,42.40449
"213",16,"16_145",1,-71.076163,42.347433
"214",145,"16_145",1,-71.120406,42.394002
"215",16,"16_NA",1,-71.076163,42.347433
"216",NA,"16_NA",1,NA,NA
"217",17,"17_7",1,-71.119581,42.365074
"218",7,"17_7",1,-71.044624,42.353412
"219",17,"17_13",1,-71.119581,42.365074
"220",13,"17_13",1,-71.07403,42.334057
"221",17,"17_24",1,-71.119581,42.365074
"222",24,"17_24",1,-71.045461,42.351821
"223",17,"17_65",1,-71.119581,42.365074
"224",65,"17_65",1,-71.0441,42.3475
"225",17,"17_102",1,-71.119581,42.365074
"226",102,"17_102",1,-71.073089,42.336437
"227",17,"17_111",1,-71.119581,42.365074
"228",111,"17_111",1,-71.059914,42.366222
"229",17,"17_116",1,-71.119581,42.365074
"230",116,"17_116",1,-71.069849,42.356052
"231",17,"17_117",1,-71.119581,42.365074
"232",117,"17_117",1,-71.052984,42.358508
"233",17,"17_121",1,-71.119581,42.365074
"234",121,"17_121",1,-71.114175,42.31309
"235",17,"17_142",1,-71.119581,42.365074
"236",142,"17_142",1,-71.123413,42.40449
"237",17,"17_144",1,-71.119581,42.365074
"238",144,"17_144",1,-71.126908,42.402763
"239",18,"18_31",1,-71.129791,42.36337
"240",31,"18_31",1,-71.041747,42.348833
"241",18,"18_77",1,-71.129791,42.36337
"242",77,"18_77",1,-71.096413,42.386428
"243",18,"18_122",1,-71.129791,42.36337
"244",122,"18_122",1,-71.110833,42.320998
"245",18,"18_125",1,-71.129791,42.36337
"246",125,"18_125",1,-71.100164,42.322913
"247",18,"18_136",1,-71.129791,42.36337
"248",136,"18_136",1,-71.086388,42.366095
"249",18,"18_NA",1,-71.129791,42.36337
"250",NA,"18_NA",1,NA,NA
"251",19,"19_56",1,-71.105828,42.347527
"252",56,"19_56",1,-71.0833545,42.3281898
"253",19,"19_77",1,-71.105828,42.347527
"254",77,"19_77",1,-71.096413,42.386428
"255",19,"19_85",1,-71.105828,42.347527
"256",85,"19_85",1,-71.057007,42.330825
"257",19,"19_125",1,-71.105828,42.347527
"258",125,"19_125",1,-71.100164,42.322913
"259",19,"19_134",1,-71.105828,42.347527
"260",134,"19_134",1,-71.130516,42.397828
"261",19,"19_138",1,-71.105828,42.347527
"262",138,"19_138",1,-71.113341,42.385582
"263",19,"19_139",1,-71.105828,42.347527
"264",139,"19_139",1,-71.123024,42.396969
"265",20,"20_87",1,-71.051601,42.35977
"266",87,"20_87",1,-71.114214,42.366621
"267",20,"20_100",1,-71.051601,42.35977
"268",100,"20_100",1,-71.084198,42.328654
"269",20,"20_129",1,-71.051601,42.35977
"270",129,"20_129",1,-71.118201,42.369832
"271",20,"20_134",1,-71.051601,42.35977
"272",134,"20_134",1,-71.130516,42.397828
"273",20,"20_136",1,-71.051601,42.35977
"274",136,"20_136",1,-71.086388,42.366095
"275",20,"20_140",1,-71.051601,42.35977
"276",140,"20_140",1,-71.112708,42.400146
"277",20,"20_NA",1,-71.051601,42.35977
"278",NA,"20_NA",1,NA,NA
"279",21,"21_108",1,-71.082578,42.345959
"280",108,"21_108",1,-71.06198,42.320561
"281",21,"21_121",1,-71.082578,42.345959
"282",121,"21_121",1,-71.114175,42.31309
"283",21,"21_122",1,-71.082578,42.345959
"284",122,"21_122",1,-71.110833,42.320998
"285",21,"21_125",1,-71.082578,42.345959
"286",125,"21_125",1,-71.100164,42.322913
"287",21,"21_144",1,-71.082578,42.345959
"288",144,"21_144",1,-71.126908,42.402763
"289",21,"21_NA",1,-71.082578,42.345959
"290",NA,"21_NA",1,NA,NA
"291",22,"22_101",1,-71.055547,42.352175
"292",101,"22_101",1,-71.100694,42.345733
"293",22,"22_110",1,-71.055547,42.352175
"294",110,"22_110",1,-71.145442,42.356975
"295",22,"22_120",1,-71.055547,42.352175
"296",120,"22_120",1,-71.115645,42.309467
"297",22,"22_121",1,-71.055547,42.352175
"298",121,"22_121",1,-71.114175,42.31309
"299",22,"22_142",1,-71.055547,42.352175
"300",142,"22_142",1,-71.123413,42.40449
"301",22,"22_NA",1,-71.055547,42.352175
"302",NA,"22_NA",1,NA,NA
"303",23,"23_77",1,-71.059364,42.359677
"304",77,"23_77",1,-71.096413,42.386428
"305",24,"24_71",1,-71.045461,42.351821
"306",71,"24_71",1,-71.107593,42.383405
"307",24,"24_109",1,-71.045461,42.351821
"308",109,"24_109",1,-71.065421,42.317225
"309",24,"24_126",1,-71.045461,42.351821
"310",126,"24_126",1,-71.13493,42.339335
"311",24,"24_129",1,-71.045461,42.351821
"312",129,"24_129",1,-71.118201,42.369832
"313",24,"24_130",1,-71.045461,42.351821
"314",130,"24_130",1,-71.114025,42.376369
"315",24,"24_131",1,-71.045461,42.351821
"316",131,"24_131",1,-71.113687,42.356954
"317",24,"24_135",1,-71.045461,42.351821
"318",135,"24_135",1,-71.104412,42.370803
"319",24,"24_136",1,-71.045461,42.351821
"320",136,"24_136",1,-71.086388,42.366095
"321",24,"24_137",1,-71.045461,42.351821
"322",137,"24_137",1,-71.119084,42.387995
"323",25,"25_77",1,-71.076847,42.341332
"324",77,"25_77",1,-71.096413,42.386428
"325",25,"25_82",1,-71.076847,42.341332
"326",82,"25_82",1,-71.120526,42.333689
"327",25,"25_85",1,-71.076847,42.341332
"328",85,"25_85",1,-71.057007,42.330825
"329",25,"25_108",1,-71.076847,42.341332
"330",108,"25_108",1,-71.06198,42.320561
"331",25,"25_121",1,-71.076847,42.341332
"332",121,"25_121",1,-71.114175,42.31309
"333",25,"25_123",1,-71.076847,42.341332
"334",123,"25_123",1,-71.098634,42.315692
"335",25,"25_133",1,-71.076847,42.341332
"336",133,"25_133",1,-71.125107,42.380287
"337",25,"25_135",1,-71.076847,42.341332
"338",135,"25_135",1,-71.104412,42.370803
"339",25,"25_NA",1,-71.076847,42.341332
"340",NA,"25_NA",1,NA,NA
"341",26,"26_37",1,-71.068922,42.341522
"342",37,"26_37",1,-71.146452,42.357247
"343",26,"26_77",1,-71.068922,42.341522
"344",77,"26_77",1,-71.096413,42.386428
"345",26,"26_78",1,-71.068922,42.341522
"346",78,"26_78",1,-71.095319,42.379637
"347",26,"26_79",1,-71.068922,42.341522
"348",79,"26_79",1,-71.106541,42.378551
"349",26,"26_124",1,-71.068922,42.341522
"350",124,"26_124",1,-71.107341,42.310579
"351",26,"26_132",1,-71.068922,42.341522
"352",132,"26_132",1,-71.116865,42.377945
"353",26,"26_136",1,-71.068922,42.341522
"354",136,"26_136",1,-71.086388,42.366095
"355",26,"26_137",1,-71.068922,42.341522
"356",137,"26_137",1,-71.119084,42.387995
"357",27,"27_18",1,-71.094734,42.331567
"358",18,"27_18",1,-71.129791,42.36337
"359",27,"27_37",1,-71.094734,42.331567
"360",37,"27_37",1,-71.146452,42.357247
"361",27,"27_79",1,-71.094734,42.331567
"362",79,"27_79",1,-71.106541,42.378551
"363",27,"27_85",1,-71.094734,42.331567
"364",85,"27_85",1,-71.057007,42.330825
"365",27,"27_87",1,-71.094734,42.331567
"366",87,"27_87",1,-71.114214,42.366621
"367",27,"27_96",1,-71.094734,42.331567
"368",96,"27_96",1,-71.111075,42.373379
"369",27,"27_110",1,-71.094734,42.331567
"370",110,"27_110",1,-71.145442,42.356975
"371",27,"27_111",1,-71.094734,42.331567
"372",111,"27_111",1,-71.059914,42.366222
"373",27,"27_138",1,-71.094734,42.331567
"374",138,"27_138",1,-71.113341,42.385582
"375",27,"27_143",1,-71.094734,42.331567
"376",143,"27_143",1,-71.10942,42.39082
"377",29,"29_39",1,-71.124565,42.363732
"378",39,"29_39",1,-71.074182,42.338623
"379",29,"29_51",1,-71.124565,42.363732
"380",51,"29_51",1,-71.0790969,42.3348756
"381",29,"29_82",1,-71.124565,42.363732
"382",82,"29_82",1,-71.120526,42.333689
"383",29,"29_94",1,-71.124565,42.363732
"384",94,"29_94",1,-71.064608,42.375603
"385",29,"29_112",1,-71.124565,42.363732
"386",112,"29_112",1,-71.058087,42.355402
"387",29,"29_116",1,-71.124565,42.363732
"388",116,"29_116",1,-71.069849,42.356052
"389",29,"29_122",1,-71.124565,42.363732
"390",122,"29_122",1,-71.110833,42.320998
"391",29,"29_140",1,-71.124565,42.363732
"392",140,"29_140",1,-71.112708,42.400146
"393",30,"30_7",1,-71.105221,42.334073
"394",7,"30_7",1,-71.044624,42.353412
"395",30,"30_98",1,-71.105221,42.334073
"396",98,"30_98",1,-71.060292,42.371848
"397",30,"30_124",1,-71.105221,42.334073
"398",124,"30_124",1,-71.107341,42.310579
"399",30,"30_136",1,-71.105221,42.334073
"400",136,"30_136",1,-71.086388,42.366095
"401",31,"31_11",1,-71.041747,42.348833
"402",11,"31_11",1,-71.1065,42.338629
"403",31,"31_29",1,-71.041747,42.348833
"404",29,"31_29",1,-71.124565,42.363732
"405",31,"31_69",1,-71.041747,42.348833
"406",69,"31_69",1,-71.123338,42.341598
"407",31,"31_71",1,-71.041747,42.348833
"408",71,"31_71",1,-71.107593,42.383405
"409",31,"31_105",1,-71.041747,42.348833
"410",105,"31_105",1,-71.075354,42.325333
"411",31,"31_126",1,-71.041747,42.348833
"412",126,"31_126",1,-71.13493,42.339335
"413",31,"31_132",1,-71.041747,42.348833
"414",132,"31_132",1,-71.116865,42.377945
"415",31,"31_NA",1,-71.041747,42.348833
"416",NA,"31_NA",1,NA,NA
"417",32,"32_97",1,-71.102221,42.343912
"418",97,"32_97",1,-71.117152,42.369182
"419",32,"32_101",1,-71.102221,42.343912
"420",101,"32_101",1,-71.100694,42.345733
"421",32,"32_107",1,-71.102221,42.343912
"422",107,"32_107",1,-71.03877,42.335741
"423",32,"32_140",1,-71.102221,42.343912
"424",140,"32_140",1,-71.112708,42.400146
"425",32,"32_143",1,-71.102221,42.343912
"426",143,"32_143",1,-71.10942,42.39082
"427",32,"32_NA",1,-71.102221,42.343912
"428",NA,"32_NA",1,NA,NA
"429",33,"33_107",1,-71.096831,42.349046
"430",107,"33_107",1,-71.03877,42.335741
"431",33,"33_118",1,-71.096831,42.349046
"432",118,"33_118",1,-71.056605,42.377022
"433",33,"33_120",1,-71.096831,42.349046
"434",120,"33_120",1,-71.115645,42.309467
"435",33,"33_121",1,-71.096831,42.349046
"436",121,"33_121",1,-71.114175,42.31309
"437",33,"33_123",1,-71.096831,42.349046
"438",123,"33_123",1,-71.098634,42.315692
"439",33,"33_134",1,-71.096831,42.349046
"440",134,"33_134",1,-71.130516,42.397828
"441",34,"34_89",1,-71.099855,42.346171
"442",89,"34_89",1,-71.119945,42.379011
"443",34,"34_94",1,-71.099855,42.346171
"444",94,"34_94",1,-71.064608,42.375603
"445",34,"34_96",1,-71.099855,42.346171
"446",96,"34_96",1,-71.111075,42.373379
"447",34,"34_110",1,-71.099855,42.346171
"448",110,"34_110",1,-71.145442,42.356975
"449",34,"34_112",1,-71.099855,42.346171
"450",112,"34_112",1,-71.058087,42.355402
"451",34,"34_114",1,-71.099855,42.346171
"452",114,"34_114",1,-71.060515,42.365942
"453",34,"34_138",1,-71.099855,42.346171
"454",138,"34_138",1,-71.113341,42.385582
"455",34,"34_139",1,-71.099855,42.346171
"456",139,"34_139",1,-71.123024,42.396969
"457",35,"35_78",1,-71.05896,42.354594
"458",78,"35_78",1,-71.095319,42.379637
"459",35,"35_80",1,-71.05896,42.354594
"460",80,"35_80",1,-71.090188,42.362429
"461",35,"35_NA",1,-71.05896,42.354594
"462",NA,"35_NA",1,NA,NA
"463",36,"36_108",1,-71.077303,42.349673
"464",108,"36_108",1,-71.06198,42.320561
"465",36,"36_142",1,-71.077303,42.349673
"466",142,"36_142",1,-71.123413,42.40449
"467",36,"36_143",1,-71.077303,42.349673
"468",143,"36_143",1,-71.10942,42.39082
"469",37,"37_3",1,-71.146452,42.357247
"470",3,"37_3",1,-71.100812,42.340021
"471",37,"37_12",1,-71.146452,42.357247
"472",12,"37_12",1,-71.088496,42.335911
"473",37,"37_20",1,-71.146452,42.357247
"474",20,"37_20",1,-71.051601,42.35977
"475",37,"37_40",1,-71.146452,42.357247
"476",40,"37_40",1,-71.050877,42.363871
"477",37,"37_48",1,-71.146452,42.357247
"478",48,"37_48",1,-71.055407,42.356755
"479",37,"37_76",1,-71.146452,42.357247
"480",76,"37_76",1,-71.105495,42.366426
"481",37,"37_95",1,-71.146452,42.357247
"482",95,"37_95",1,-71.094445,42.372969
"483",37,"37_98",1,-71.146452,42.357247
"484",98,"37_98",1,-71.060292,42.371848
"485",38,"38_71",1,-71.060868,42.366231
"486",71,"38_71",1,-71.107593,42.383405
"487",38,"38_79",1,-71.060868,42.366231
"488",79,"38_79",1,-71.106541,42.378551
"489",38,"38_85",1,-71.060868,42.366231
"490",85,"38_85",1,-71.057007,42.330825
"491",38,"38_87",1,-71.060868,42.366231
"492",87,"38_87",1,-71.114214,42.366621
"493",38,"38_92",1,-71.060868,42.366231
"494",92,"38_92",1,-71.035705,42.311819
"495",38,"38_93",1,-71.060868,42.366231
"496",93,"38_93",1,-71.051122,42.320494
"497",38,"38_97",1,-71.060868,42.366231
"498",97,"38_97",1,-71.117152,42.369182
"499",39,"39_89",1,-71.074182,42.338623
"500",89,"39_89",1,-71.119945,42.379011
"501",39,"39_109",1,-71.074182,42.338623
"502",109,"39_109",1,-71.065421,42.317225
"503",39,"39_130",1,-71.074182,42.338623
"504",130,"39_130",1,-71.114025,42.376369
"505",39,"39_135",1,-71.074182,42.338623
"506",135,"39_135",1,-71.104412,42.370803
"507",39,"39_137",1,-71.074182,42.338623
"508",137,"39_137",1,-71.119084,42.387995
"509",39,"39_NA",1,-71.074182,42.338623
"510",NA,"39_NA",1,NA,NA
"511",40,"40_92",1,-71.050877,42.363871
"512",92,"40_92",1,-71.035705,42.311819
"513",40,"40_105",1,-71.050877,42.363871
"514",105,"40_105",1,-71.075354,42.325333
"515",40,"40_129",1,-71.050877,42.363871
"516",129,"40_129",1,-71.118201,42.369832
"517",40,"40_132",1,-71.050877,42.363871
"518",132,"40_132",1,-71.116865,42.377945
"519",40,"40_134",1,-71.050877,42.363871
"520",134,"40_134",1,-71.130516,42.397828
"521",40,"40_143",1,-71.050877,42.363871
"522",143,"40_143",1,-71.10942,42.39082
"523",41,"41_77",1,-71.123831,42.352261
"524",77,"41_77",1,-71.096413,42.386428
"525",41,"41_106",1,-71.123831,42.352261
"526",106,"41_106",1,-71.045859,42.335693
"527",41,"41_120",1,-71.123831,42.352261
"528",120,"41_120",1,-71.115645,42.309467
"529",41,"41_121",1,-71.123831,42.352261
"530",121,"41_121",1,-71.114175,42.31309
"531",41,"41_124",1,-71.123831,42.352261
"532",124,"41_124",1,-71.107341,42.310579
"533",41,"41_141",1,-71.123831,42.352261
"534",141,"41_141",1,-71.116772,42.400877
"535",41,"41_144",1,-71.123831,42.352261
"536",144,"41_144",1,-71.126908,42.402763
"537",42,"42_105",1,-71.070378,42.352096
"538",105,"42_105",1,-71.075354,42.325333
"539",42,"42_120",1,-71.070378,42.352096
"540",120,"42_120",1,-71.115645,42.309467
"541",42,"42_125",1,-71.070378,42.352096
"542",125,"42_125",1,-71.100164,42.322913
"543",42,"42_132",1,-71.070378,42.352096
"544",132,"42_132",1,-71.116865,42.377945
"545",43,"43_66",1,-71.050699,42.357143
"546",66,"43_66",1,-71.13401,42.348607
"547",43,"43_71",1,-71.050699,42.357143
"548",71,"43_71",1,-71.107593,42.383405
"549",43,"43_101",1,-71.050699,42.357143
"550",101,"43_101",1,-71.100694,42.345733
"551",43,"43_134",1,-71.050699,42.357143
"552",134,"43_134",1,-71.130516,42.397828
"553",43,"43_135",1,-71.050699,42.357143
"554",135,"43_135",1,-71.104412,42.370803
"555",43,"43_139",1,-71.050699,42.357143
"556",139,"43_139",1,-71.123024,42.396969
"557",44,"44_87",1,-71.056868,42.360583
"558",87,"44_87",1,-71.114214,42.366621
"559",44,"44_105",1,-71.056868,42.360583
"560",105,"44_105",1,-71.075354,42.325333
"561",44,"44_122",1,-71.056868,42.360583
"562",122,"44_122",1,-71.110833,42.320998
"563",44,"44_124",1,-71.056868,42.360583
"564",124,"44_124",1,-71.107341,42.310579
"565",44,"44_132",1,-71.056868,42.360583
"566",132,"44_132",1,-71.116865,42.377945
"567",44,"44_142",1,-71.056868,42.360583
"568",142,"44_142",1,-71.123413,42.40449
"569",44,"44_143",1,-71.056868,42.360583
"570",143,"44_143",1,-71.10942,42.39082
"571",44,"44_144",1,-71.056868,42.360583
"572",144,"44_144",1,-71.126908,42.402763
"573",45,"45_77",1,-71.09788,42.344763
"574",77,"45_77",1,-71.096413,42.386428
"575",45,"45_92",1,-71.09788,42.344763
"576",92,"45_92",1,-71.035705,42.311819
"577",45,"45_108",1,-71.09788,42.344763
"578",108,"45_108",1,-71.06198,42.320561
"579",45,"45_125",1,-71.09788,42.344763
"580",125,"45_125",1,-71.100164,42.322913
"581",45,"45_134",1,-71.09788,42.344763
"582",134,"45_134",1,-71.130516,42.397828
"583",45,"45_141",1,-71.09788,42.344763
"584",141,"45_141",1,-71.116772,42.400877
"585",46,"46_132",1,-71.085918,42.343864
"586",132,"46_132",1,-71.116865,42.377945
"587",46,"46_134",1,-71.085918,42.343864
"588",134,"46_134",1,-71.130516,42.397828
"589",46,"46_140",1,-71.085918,42.343864
"590",140,"46_140",1,-71.112708,42.400146
"591",46,"46_142",1,-71.085918,42.343864
"592",142,"46_142",1,-71.123413,42.40449
"593",47,"47_56",1,-71.056067,42.362811
"594",56,"47_56",1,-71.0833545,42.3281898
"595",47,"47_100",1,-71.056067,42.362811
"596",100,"47_100",1,-71.084198,42.328654
"597",47,"47_108",1,-71.056067,42.362811
"598",108,"47_108",1,-71.06198,42.320561
"599",47,"47_125",1,-71.056067,42.362811
"600",125,"47_125",1,-71.100164,42.322913
"601",47,"47_127",1,-71.056067,42.362811
"602",127,"47_127",1,-71.128374,42.346563
"603",47,"47_134",1,-71.056067,42.362811
"604",134,"47_134",1,-71.130516,42.397828
"605",47,"47_144",1,-71.056067,42.362811
"606",144,"47_144",1,-71.126908,42.402763
"607",47,"47_NA",1,-71.056067,42.362811
