"","strt_statn","end_statn","cnt","strtLng","strtLat","endLng","endLat"
"41",7,129,1,-71.044624,42.353412,-71.118201,42.369832
"42",7,130,1,-71.044624,42.353412,-71.114025,42.376369
"43",7,133,1,-71.044624,42.353412,-71.125107,42.380287
"44",7,136,1,-71.044624,42.353412,-71.086388,42.366095
"45",8,83,1,-71.137313,42.353334,-71.065928,42.325941
"46",8,93,1,-71.137313,42.353334,-71.051122,42.320494
"47",8,96,1,-71.137313,42.353334,-71.111075,42.373379
"48",8,104,1,-71.137313,42.353334,-71.057044,42.330716
"49",8,106,1,-71.137313,42.353334,-71.045859,42.335693
"50",8,107,1,-71.137313,42.353334,-71.03877,42.335741
"51",8,116,1,-71.137313,42.353334,-71.069849,42.356052
"52",8,143,1,-71.137313,42.353334,-71.10942,42.39082
"53",8,144,1,-71.137313,42.353334,-71.126908,42.402763
"54",8,145,1,-71.137313,42.353334,-71.120406,42.394002
"55",9,105,1,-71.116174,42.351313,-71.075354,42.325333
"56",9,141,1,-71.116174,42.351313,-71.116772,42.400877
"57",9,144,1,-71.116174,42.351313,-71.126908,42.402763
"58",10,85,1,-71.105884,42.350075,-71.057007,42.330825
"59",10,106,1,-71.105884,42.350075,-71.045859,42.335693
"60",10,117,1,-71.105884,42.350075,-71.052984,42.358508
"61",10,132,1,-71.105884,42.350075,-71.116865,42.377945
"62",10,134,1,-71.105884,42.350075,-71.130516,42.397828
"63",10,142,1,-71.105884,42.350075,-71.123413,42.40449
"64",10,144,1,-71.105884,42.350075,-71.126908,42.402763
"65",10,145,1,-71.105884,42.350075,-71.120406,42.394002
"66",11,65,1,-71.1065,42.338629,-71.0441,42.3475
"67",11,97,1,-71.1065,42.338629,-71.117152,42.369182
"68",11,109,1,-71.1065,42.338629,-71.065421,42.317225
"69",11,116,1,-71.1065,42.338629,-71.069849,42.356052
"70",11,117,1,-71.1065,42.338629,-71.052984,42.358508
"71",11,118,1,-71.1065,42.338629,-71.056605,42.377022
"72",11,123,1,-71.1065,42.338629,-71.098634,42.315692
"73",11,124,1,-71.1065,42.338629,-71.107341,42.310579
"74",12,71,1,-71.088496,42.335911,-71.107593,42.383405
"75",12,79,1,-71.088496,42.335911,-71.106541,42.378551
"76",12,82,1,-71.088496,42.335911,-71.120526,42.333689
"77",12,98,1,-71.088496,42.335911,-71.060292,42.371848
"78",12,135,1,-71.088496,42.335911,-71.104412,42.370803
"79",12,137,1,-71.088496,42.335911,-71.119084,42.387995
"80",12,138,1,-71.088496,42.335911,-71.113341,42.385582
"81",13,66,1,-71.07403,42.334057,-71.13401,42.348607
"82",13,82,1,-71.07403,42.334057,-71.120526,42.333689
"83",13,84,1,-71.07403,42.334057,-71.076472,42.366981
"84",13,91,1,-71.07403,42.334057,-71.09169,42.366277
"85",13,96,1,-71.07403,42.334057,-71.111075,42.373379
"86",13,98,1,-71.07403,42.334057,-71.060292,42.371848
"87",14,85,1,-71.102797,42.337171,-71.057007,42.330825
"88",14,90,1,-71.102797,42.337171,-71.07711,42.3707
"89",14,92,1,-71.102797,42.337171,-71.035705,42.311819
"90",14,117,1,-71.102797,42.337171,-71.052984,42.358508
"91",14,120,1,-71.102797,42.337171,-71.115645,42.309467
"92",14,121,1,-71.102797,42.337171,-71.114175,42.31309
"93",14,138,1,-71.102797,42.337171,-71.113341,42.385582
"94",14,141,1,-71.102797,42.337171,-71.116772,42.400877
"95",15,51,1,-71.13802,42.361667,-71.0790969,42.3348756
"96",15,84,1,-71.13802,42.361667,-71.076472,42.366981
"97",15,94,1,-71.13802,42.361667,-71.064608,42.375603
"98",15,98,1,-71.13802,42.361667,-71.060292,42.371848
"99",15,112,1,-71.13802,42.361667,-71.058087,42.355402
"100",15,122,1,-71.13802,42.361667,-71.110833,42.320998
"101",15,124,1,-71.13802,42.361667,-71.107341,42.310579
"102",15,132,1,-71.13802,42.361667,-71.116865,42.377945
"103",15,136,1,-71.13802,42.361667,-71.086388,42.366095
"104",15,141,1,-71.13802,42.361667,-71.116772,42.400877
"105",16,142,1,-71.076163,42.347433,-71.123413,42.40449
"106",16,145,1,-71.076163,42.347433,-71.120406,42.394002
"107",17,7,1,-71.119581,42.365074,-71.044624,42.353412
"108",17,13,1,-71.119581,42.365074,-71.07403,42.334057
"109",17,24,1,-71.119581,42.365074,-71.045461,42.351821
"110",17,65,1,-71.119581,42.365074,-71.0441,42.3475
"111",17,102,1,-71.119581,42.365074,-71.073089,42.336437
"112",17,111,1,-71.119581,42.365074,-71.059914,42.366222
"113",17,116,1,-71.119581,42.365074,-71.069849,42.356052
"114",17,117,1,-71.119581,42.365074,-71.052984,42.358508
"115",17,121,1,-71.119581,42.365074,-71.114175,42.31309
"116",17,142,1,-71.119581,42.365074,-71.123413,42.40449
"117",17,144,1,-71.119581,42.365074,-71.126908,42.402763
"118",18,31,1,-71.129791,42.36337,-71.041747,42.348833
"119",18,77,1,-71.129791,42.36337,-71.096413,42.386428
"120",18,122,1,-71.129791,42.36337,-71.110833,42.320998
"121",18,125,1,-71.129791,42.36337,-71.100164,42.322913
"122",18,136,1,-71.129791,42.36337,-71.086388,42.366095
"123",19,56,1,-71.105828,42.347527,-71.0833545,42.3281898
"124",19,77,1,-71.105828,42.347527,-71.096413,42.386428
"125",19,85,1,-71.105828,42.347527,-71.057007,42.330825
"126",19,125,1,-71.105828,42.347527,-71.100164,42.322913
"127",19,134,1,-71.105828,42.347527,-71.130516,42.397828
"128",19,138,1,-71.105828,42.347527,-71.113341,42.385582
"129",19,139,1,-71.105828,42.347527,-71.123024,42.396969
"130",20,87,1,-71.051601,42.35977,-71.114214,42.366621
"131",20,100,1,-71.051601,42.35977,-71.084198,42.328654
"132",20,129,1,-71.051601,42.35977,-71.118201,42.369832
"133",20,134,1,-71.051601,42.35977,-71.130516,42.397828
"134",20,136,1,-71.051601,42.35977,-71.086388,42.366095
"135",20,140,1,-71.051601,42.35977,-71.112708,42.400146
"136",21,108,1,-71.082578,42.345959,-71.06198,42.320561
"137",21,121,1,-71.082578,42.345959,-71.114175,42.31309
"138",21,122,1,-71.082578,42.345959,-71.110833,42.320998
"139",21,125,1,-71.082578,42.345959,-71.100164,42.322913
"140",21,144,1,-71.082578,42.345959,-71.126908,42.402763
"141",22,101,1,-71.055547,42.352175,-71.100694,42.345733
"142",22,110,1,-71.055547,42.352175,-71.145442,42.356975
"143",22,120,1,-71.055547,42.352175,-71.115645,42.309467
"144",22,121,1,-71.055547,42.352175,-71.114175,42.31309
"145",22,142,1,-71.055547,42.352175,-71.123413,42.40449
"146",23,77,1,-71.059364,42.359677,-71.096413,42.386428
"147",24,71,1,-71.045461,42.351821,-71.107593,42.383405
"148",24,109,1,-71.045461,42.351821,-71.065421,42.317225
"149",24,126,1,-71.045461,42.351821,-71.13493,42.339335
"150",24,129,1,-71.045461,42.351821,-71.118201,42.369832
"151",24,130,1,-71.045461,42.351821,-71.114025,42.376369
"152",24,131,1,-71.045461,42.351821,-71.113687,42.356954
"153",24,135,1,-71.045461,42.351821,-71.104412,42.370803
"154",24,136,1,-71.045461,42.351821,-71.086388,42.366095
"155",24,137,1,-71.045461,42.351821,-71.119084,42.387995
"156",25,77,1,-71.076847,42.341332,-71.096413,42.386428
"157",25,82,1,-71.076847,42.341332,-71.120526,42.333689
"158",25,85,1,-71.076847,42.341332,-71.057007,42.330825
"159",25,108,1,-71.076847,42.341332,-71.06198,42.320561
"160",25,121,1,-71.076847,42.341332,-71.114175,42.31309
"161",25,123,1,-71.076847,42.341332,-71.098634,42.315692
"162",25,133,1,-71.076847,42.341332,-71.125107,42.380287
"163",25,135,1,-71.076847,42.341332,-71.104412,42.370803
"164",26,37,1,-71.068922,42.341522,-71.146452,42.357247
"165",26,77,1,-71.068922,42.341522,-71.096413,42.386428
"166",26,78,1,-71.068922,42.341522,-71.095319,42.379637
"167",26,79,1,-71.068922,42.341522,-71.106541,42.378551
"168",26,124,1,-71.068922,42.341522,-71.107341,42.310579
"169",26,132,1,-71.068922,42.341522,-71.116865,42.377945
"170",26,136,1,-71.068922,42.341522,-71.086388,42.366095
"171",26,137,1,-71.068922,42.341522,-71.119084,42.387995
"172",27,18,1,-71.094734,42.331567,-71.129791,42.36337
"173",27,37,1,-71.094734,42.331567,-71.146452,42.357247
"174",27,79,1,-71.094734,42.331567,-71.106541,42.378551
"175",27,85,1,-71.094734,42.331567,-71.057007,42.330825
"176",27,87,1,-71.094734,42.331567,-71.114214,42.366621
"177",27,96,1,-71.094734,42.331567,-71.111075,42.373379
"178",27,110,1,-71.094734,42.331567,-71.145442,42.356975
"179",27,111,1,-71.094734,42.331567,-71.059914,42.366222
"180",27,138,1,-71.094734,42.331567,-71.113341,42.385582
"181",27,143,1,-71.094734,42.331567,-71.10942,42.39082
"182",29,39,1,-71.124565,42.363732,-71.074182,42.338623
"183",29,51,1,-71.124565,42.363732,-71.0790969,42.3348756
"184",29,82,1,-71.124565,42.363732,-71.120526,42.333689
"185",29,94,1,-71.124565,42.363732,-71.064608,42.375603
"186",29,112,1,-71.124565,42.363732,-71.058087,42.355402
"187",29,116,1,-71.124565,42.363732,-71.069849,42.356052
"188",29,122,1,-71.124565,42.363732,-71.110833,42.320998
"189",29,140,1,-71.124565,42.363732,-71.112708,42.400146
"190",30,7,1,-71.105221,42.334073,-71.044624,42.353412
"191",30,98,1,-71.105221,42.334073,-71.060292,42.371848
"192",30,124,1,-71.105221,42.334073,-71.107341,42.310579
"193",30,136,1,-71.105221,42.334073,-71.086388,42.366095
"194",31,11,1,-71.041747,42.348833,-71.1065,42.338629
"195",31,29,1,-71.041747,42.348833,-71.124565,42.363732
"196",31,69,1,-71.041747,42.348833,-71.123338,42.341598
"197",31,71,1,-71.041747,42.348833,-71.107593,42.383405
"198",31,105,1,-71.041747,42.348833,-71.075354,42.325333
"199",31,126,1,-71.041747,42.348833,-71.13493,42.339335
"200",31,132,1,-71.041747,42.348833,-71.116865,42.377945
"201",32,97,1,-71.102221,42.343912,-71.117152,42.369182
"202",32,101,1,-71.102221,42.343912,-71.100694,42.345733
"203",32,107,1,-71.102221,42.343912,-71.03877,42.335741
"204",32,140,1,-71.102221,42.343912,-71.112708,42.400146
"205",32,143,1,-71.102221,42.343912,-71.10942,42.39082
"206",33,107,1,-71.096831,42.349046,-71.03877,42.335741
"207",33,118,1,-71.096831,42.349046,-71.056605,42.377022
"208",33,120,1,-71.096831,42.349046,-71.115645,42.309467
"209",33,121,1,-71.096831,42.349046,-71.114175,42.31309
"210",33,123,1,-71.096831,42.349046,-71.098634,42.315692
"211",33,134,1,-71.096831,42.349046,-71.130516,42.397828
"212",34,89,1,-71.099855,42.346171,-71.119945,42.379011
"213",34,94,1,-71.099855,42.346171,-71.064608,42.375603
"214",34,96,1,-71.099855,42.346171,-71.111075,42.373379
"215",34,110,1,-71.099855,42.346171,-71.145442,42.356975
"216",34,112,1,-71.099855,42.346171,-71.058087,42.355402
"217",34,114,1,-71.099855,42.346171,-71.060515,42.365942
"218",34,138,1,-71.099855,42.346171,-71.113341,42.385582
"219",34,139,1,-71.099855,42.346171,-71.123024,42.396969
"220",35,78,1,-71.05896,42.354594,-71.095319,42.379637
"221",35,80,1,-71.05896,42.354594,-71.090188,42.362429
"222",36,108,1,-71.077303,42.349673,-71.06198,42.320561
"223",36,142,1,-71.077303,42.349673,-71.123413,42.40449
"224",36,143,1,-71.077303,42.349673,-71.10942,42.39082
"225",37,3,1,-71.146452,42.357247,-71.100812,42.340021
"226",37,12,1,-71.146452,42.357247,-71.088496,42.335911
"227",37,20,1,-71.146452,42.357247,-71.051601,42.35977
"228",37,40,1,-71.146452,42.357247,-71.050877,42.363871
"229",37,48,1,-71.146452,42.357247,-71.055407,42.356755
"230",37,76,1,-71.146452,42.357247,-71.105495,42.366426
"231",37,95,1,-71.146452,42.357247,-71.094445,42.372969
"232",37,98,1,-71.146452,42.357247,-71.060292,42.371848
"233",38,71,1,-71.060868,42.366231,-71.107593,42.383405
"234",38,79,1,-71.060868,42.366231,-71.106541,42.378551
"235",38,85,1,-71.060868,42.366231,-71.057007,42.330825
"236",38,87,1,-71.060868,42.366231,-71.114214,42.366621
"237",38,92,1,-71.060868,42.366231,-71.035705,42.311819
"238",38,93,1,-71.060868,42.366231,-71.051122,42.320494
"239",38,97,1,-71.060868,42.366231,-71.117152,42.369182
"240",39,89,1,-71.074182,42.338623,-71.119945,42.379011
"241",39,109,1,-71.074182,42.338623,-71.065421,42.317225
"242",39,130,1,-71.074182,42.338623,-71.114025,42.376369
"243",39,135,1,-71.074182,42.338623,-71.104412,42.370803
"244",39,137,1,-71.074182,42.338623,-71.119084,42.387995
"245",40,92,1,-71.050877,42.363871,-71.035705,42.311819
"246",40,105,1,-71.050877,42.363871,-71.075354,42.325333
"247",40,129,1,-71.050877,42.363871,-71.118201,42.369832
"248",40,132,1,-71.050877,42.363871,-71.116865,42.377945
"249",40,134,1,-71.050877,42.363871,-71.130516,42.397828
"250",40,143,1,-71.050877,42.363871,-71.10942,42.39082
"251",41,77,1,-71.123831,42.352261,-71.096413,42.386428
"252",41,106,1,-71.123831,42.352261,-71.045859,42.335693
"253",41,120,1,-71.123831,42.352261,-71.115645,42.309467
"254",41,121,1,-71.123831,42.352261,-71.114175,42.31309
"255",41,124,1,-71.123831,42.352261,-71.107341,42.310579
"256",41,141,1,-71.123831,42.352261,-71.116772,42.400877
"257",41,144,1,-71.123831,42.352261,-71.126908,42.402763
"258",42,105,1,-71.070378,42.352096,-71.075354,42.325333
"259",42,120,1,-71.070378,42.352096,-71.115645,42.309467
"260",42,125,1,-71.070378,42.352096,-71.100164,42.322913
"261",42,132,1,-71.070378,42.352096,-71.116865,42.377945
"262",43,66,1,-71.050699,42.357143,-71.13401,42.348607
"263",43,71,1,-71.050699,42.357143,-71.107593,42.383405
"264",43,101,1,-71.050699,42.357143,-71.100694,42.345733
"265",43,134,1,-71.050699,42.357143,-71.130516,42.397828
"266",43,135,1,-71.050699,42.357143,-71.104412,42.370803
"267",43,139,1,-71.050699,42.357143,-71.123024,42.396969
"268",44,87,1,-71.056868,42.360583,-71.114214,42.366621
"269",44,105,1,-71.056868,42.360583,-71.075354,42.325333
"270",44,122,1,-71.056868,42.360583,-71.110833,42.320998
"271",44,124,1,-71.056868,42.360583,-71.107341,42.310579
"272",44,132,1,-71.056868,42.360583,-71.116865,42.377945
"273",44,142,1,-71.056868,42.360583,-71.123413,42.40449
"274",44,143,1,-71.056868,42.360583,-71.10942,42.39082
"275",44,144,1,-71.056868,42.360583,-71.126908,42.402763
"276",45,77,1,-71.09788,42.344763,-71.096413,42.386428
"277",45,92,1,-71.09788,42.344763,-71.035705,42.311819
"278",45,108,1,-71.09788,42.344763,-71.06198,42.320561
"279",45,125,1,-71.09788,42.344763,-71.100164,42.322913
"280",45,134,1,-71.09788,42.344763,-71.130516,42.397828
"281",45,141,1,-71.09788,42.344763,-71.116772,42.400877
"282",46,132,1,-71.085918,42.343864,-71.116865,42.377945
"283",46,134,1,-71.085918,42.343864,-71.130516,42.397828
"284",46,140,1,-71.085918,42.343864,-71.112708,42.400146
"285",46,142,1,-71.085918,42.343864,-71.123413,42.40449
"286",47,56,1,-71.056067,42.362811,-71.0833545,42.3281898
"287",47,100,1,-71.056067,42.362811,-71.084198,42.328654
"288",47,108,1,-71.056067,42.362811,-71.06198,42.320561
"289",47,125,1,-71.056067,42.362811,-71.100164,42.322913
"290",47,127,1,-71.056067,42.362811,-71.128374,42.346563
"291",47,134,1,-71.056067,42.362811,-71.130516,42.397828
"292",47,144,1,-71.056067,42.362811,-71.126908,42.402763
"293",48,101,1,-71.055407,42.356755,-71.100694,42.345733
"294",48,108,1,-71.055407,42.356755,-71.06198,42.320561
"295",48,110,1,-71.055407,42.356755,-71.145442,42.356975
"296",48,124,1,-71.055407,42.356755,-71.107341,42.310579
"297",48,125,1,-71.055407,42.356755,-71.100164,42.322913
"298",48,141,1,-71.055407,42.356755,-71.116772,42.400877
"299",49,82,1,-71.066289,42.351146,-71.120526,42.333689
"300",49,108,1,-71.066289,42.351146,-71.06198,42.320561
"301",49,110,1,-71.066289,42.351146,-71.145442,42.356975
"302",49,118,1,-71.066289,42.351146,-71.056605,42.377022
"303",49,134,1,-71.066289,42.351146,-71.130516,42.397828
"304",49,145,1,-71.066289,42.351146,-71.120406,42.394002
"305",50,82,1,-71.073644,42.350989,-71.120526,42.333689
"306",50,92,1,-71.073644,42.350989,-71.035705,42.311819
"307",50,93,1,-71.073644,42.350989,-71.051122,42.320494
"308",50,105,1,-71.073644,42.350989,-71.075354,42.325333
"309",50,125,1,-71.073644,42.350989,-71.100164,42.322913
"310",50,134,1,-71.073644,42.350989,-71.130516,42.397828
"311",50,138,1,-71.073644,42.350989,-71.113341,42.385582
"312",50,141,1,-71.073644,42.350989,-71.116772,42.400877
"313",50,142,1,-71.073644,42.350989,-71.123413,42.40449
"314",51,7,1,-71.0790969,42.3348756,-71.044624,42.353412
"315",51,62,1,-71.0790969,42.3348756,-71.109927,42.340299
"316",51,66,1,-71.0790969,42.3348756,-71.13401,42.348607
"317",51,70,1,-71.0790969,42.3348756,-71.121851,42.372244
"318",51,72,1,-71.0790969,42.3348756,-71.084105,42.362613
"319",51,73,1,-71.0790969,42.3348756,-71.120886,42.373231
"320",51,89,1,-71.0790969,42.3348756,-71.119945,42.379011
"321",51,90,1,-71.0790969,42.3348756,-71.07711,42.3707
"322",51,108,1,-71.0790969,42.3348756,-71.06198,42.320561
"323",51,110,1,-71.0790969,42.3348756,-71.145442,42.356975
"324",51,111,1,-71.0790969,42.3348756,-71.059914,42.366222
"325",51,126,1,-71.0790969,42.3348756,-71.13493,42.339335
"326",52,85,1,-71.085954,42.348717,-71.057007,42.330825
"327",52,107,1,-71.085954,42.348717,-71.03877,42.335741
"328",52,108,1,-71.085954,42.348717,-71.06198,42.320561
"329",52,143,1,-71.085954,42.348717,-71.10942,42.39082
"330",53,117,1,-71.089886,42.350851,-71.052984,42.358508
"331",53,123,1,-71.089886,42.350851,-71.098634,42.315692
"332",54,144,1,-71.063348,42.354979,-71.126908,42.402763
"333",55,85,1,-71.088088,42.347265,-71.057007,42.330825
"334",55,117,1,-71.088088,42.347265,-71.052984,42.358508
"335",55,121,1,-71.088088,42.347265,-71.114175,42.31309
"336",55,145,1,-71.088088,42.347265,-71.120406,42.394002
"337",56,31,1,-71.0833545,42.3281898,-71.041747,42.348833
"338",56,76,1,-71.0833545,42.3281898,-71.105495,42.366426
"339",57,37,1,-71.081572,42.340799,-71.146452,42.357247
"340",57,77,1,-71.081572,42.340799,-71.096413,42.386428
"341",57,82,1,-71.081572,42.340799,-71.120526,42.333689
"342",57,115,1,-71.081572,42.340799,-71.048927,42.378338
"343",57,121,1,-71.081572,42.340799,-71.114175,42.31309
"344",57,141,1,-71.081572,42.340799,-71.116772,42.400877
"345",57,142,1,-71.081572,42.340799,-71.123413,42.40449
"346",58,85,1,-71.07278,42.355596,-71.057007,42.330825
"347",58,106,1,-71.07278,42.355596,-71.045859,42.335693
"348",58,118,1,-71.07278,42.355596,-71.056605,42.377022
"349",58,124,1,-71.07278,42.355596,-71.107341,42.310579
"350",58,141,1,-71.07278,42.355596,-71.116772,42.400877
"351",58,142,1,-71.07278,42.355596,-71.123413,42.40449
"352",59,29,1,-71.059367,42.351356,-71.124565,42.363732
"353",59,37,1,-71.059367,42.351356,-71.146452,42.357247
"354",59,66,1,-71.059367,42.351356,-71.13401,42.348607
"355",59,79,1,-71.059367,42.351356,-71.106541,42.378551
"356",59,85,1,-71.059367,42.351356,-71.057007,42.330825
"357",59,110,1,-71.059367,42.351356,-71.145442,42.356975
"358",59,119,1,-71.059367,42.351356,-71.07655,42.350413
"359",59,122,1,-71.059367,42.351356,-71.110833,42.320998
"360",59,125,1,-71.059367,42.351356,-71.100164,42.322913
"361",59,127,1,-71.059367,42.351356,-71.128374,42.346563
"362",59,133,1,-71.059367,42.351356,-71.125107,42.380287
"363",59,138,1,-71.059367,42.351356,-71.113341,42.385582
"364",59,144,1,-71.059367,42.351356,-71.126908,42.402763
"365",60,82,1,-71.07131,42.360877,-71.120526,42.333689
"366",61,71,1,-71.082674,42.348323,-71.107593,42.383405
"367",61,77,1,-71.082674,42.348323,-71.096413,42.386428
"368",61,83,1,-71.082674,42.348323,-71.065928,42.325941
"369",61,93,1,-71.082674,42.348323,-71.051122,42.320494
"370",61,96,1,-71.082674,42.348323,-71.111075,42.373379
"371",61,98,1,-71.082674,42.348323,-71.060292,42.371848
"372",62,65,1,-71.109927,42.340299,-71.0441,42.3475
"373",62,83,1,-71.109927,42.340299,-71.065928,42.325941
"374",62,124,1,-71.109927,42.340299,-71.107341,42.310579
"375",62,134,1,-71.109927,42.340299,-71.130516,42.397828
"376",62,143,1,-71.109927,42.340299,-71.10942,42.39082
"377",63,11,1,-71.057054,42.344023,-71.1065,42.338629
"378",63,29,1,-71.057054,42.344023,-71.124565,42.363732
"379",63,96,1,-71.057054,42.344023,-71.111075,42.373379
"380",63,105,1,-71.057054,42.344023,-71.075354,42.325333
"381",63,108,1,-71.057054,42.344023,-71.06198,42.320561
"382",63,116,1,-71.057054,42.344023,-71.069849,42.356052
"383",63,117,1,-71.057054,42.344023,-71.052984,42.358508
"384",63,119,1,-71.057054,42.344023,-71.07655,42.350413
"385",63,122,1,-71.057054,42.344023,-71.110833,42.320998
"386",63,125,1,-71.057054,42.344023,-71.100164,42.322913
"387",63,127,1,-71.057054,42.344023,-71.128374,42.346563
"388",63,131,1,-71.057054,42.344023,-71.113687,42.356954
"389",63,138,1,-71.057054,42.344023,-71.113341,42.385582
"390",63,142,1,-71.057054,42.344023,-71.123413,42.40449
"391",64,37,1,-71.0496,42.3511,-71.146452,42.357247
"392",64,56,1,-71.0496,42.3511,-71.0833545,42.3281898
"393",64,62,1,-71.0496,42.3511,-71.109927,42.340299
"394",64,87,1,-71.0496,42.3511,-71.114214,42.366621
"395",64,89,1,-71.0496,42.3511,-71.119945,42.379011
"396",64,95,1,-71.0496,42.3511,-71.094445,42.372969
"397",64,120,1,-71.0496,42.3511,-71.115645,42.309467
"398",64,121,1,-71.0496,42.3511,-71.114175,42.31309
"399",64,134,1,-71.0496,42.3511,-71.130516,42.397828
"400",64,140,1,-71.0496,42.3511,-71.112708,42.400146
"401",65,17,1,-71.0441,42.3475,-71.119581,42.365074
"402",65,18,1,-71.0441,42.3475,-71.129791,42.36337
"403",65,37,1,-71.0441,42.3475,-71.146452,42.357247
"404",65,68,1,-71.0441,42.3475,-71.1031,42.36507
"405",65,70,1,-71.0441,42.3475,-71.121851,42.372244
"406",65,77,1,-71.0441,42.3475,-71.096413,42.386428
"407",65,78,1,-71.0441,42.3475,-71.095319,42.379637
"408",65,79,1,-71.0441,42.3475,-71.106541,42.378551
"409",65,120,1,-71.0441,42.3475,-71.115645,42.309467
"410",65,124,1,-71.0441,42.3475,-71.107341,42.310579
"411",65,125,1,-71.0441,42.3475,-71.100164,42.322913
"412",65,133,1,-71.0441,42.3475,-71.125107,42.380287
"413",65,136,1,-71.0441,42.3475,-71.086388,42.366095
"414",65,139,1,-71.0441,42.3475,-71.123024,42.396969
"415",65,140,1,-71.0441,42.3475,-71.112708,42.400146
"416",66,43,1,-71.13401,42.348607,-71.050699,42.357143
"417",66,56,1,-71.13401,42.348607,-71.0833545,42.3281898
"418",66,63,1,-71.13401,42.348607,-71.057054,42.344023
"419",66,65,1,-71.13401,42.348607,-71.0441,42.3475
"420",66,94,1,-71.13401,42.348607,-71.064608,42.375603
"421",66,104,1,-71.13401,42.348607,-71.057044,42.330716
"422",66,105,1,-71.13401,42.348607,-71.075354,42.325333
"423",66,119,1,-71.13401,42.348607,-71.07655,42.350413
"424",66,135,1,-71.13401,42.348607,-71.104412,42.370803
"425",67,142,1,-71.093198,42.3581,-71.123413,42.40449
"426",67,145,1,-71.093198,42.3581,-71.120406,42.394002
"427",68,56,1,-71.1031,42.36507,-71.0833545,42.3281898
"428",68,82,1,-71.1031,42.36507,-71.120526,42.333689
"429",68,85,1,-71.1031,42.36507,-71.057007,42.330825
"430",68,104,1,-71.1031,42.36507,-71.057044,42.330716
"431",68,108,1,-71.1031,42.36507,-71.06198,42.320561
"432",68,117,1,-71.1031,42.36507,-71.052984,42.358508
"433",68,119,1,-71.1031,42.36507,-71.07655,42.350413
"434",68,120,1,-71.1031,42.36507,-71.115645,42.309467
"435",68,125,1,-71.1031,42.36507,-71.100164,42.322913
"436",69,104,1,-71.123338,42.341598,-71.057044,42.330716
"437",69,118,1,-71.123338,42.341598,-71.056605,42.377022
"438",69,125,1,-71.123338,42.341598,-71.100164,42.322913
"439",70,13,1,-71.121851,42.372244,-71.07403,42.334057
"440",70,63,1,-71.121851,42.372244,-71.057054,42.344023
"441",70,82,1,-71.121851,42.372244,-71.120526,42.333689
"442",70,83,1,-71.121851,42.372244,-71.065928,42.325941
"443",70,115,1,-71.121851,42.372244,-71.048927,42.378338
"444",70,117,1,-71.121851,42.372244,-71.052984,42.358508
"445",70,118,1,-71.121851,42.372244,-71.056605,42.377022
"446",71,14,1,-71.107593,42.383405,-71.102797,42.337171
"447",71,27,1,-71.107593,42.383405,-71.094734,42.331567
